index_content,word,nature,content_type,index_word
549,速度,n,pos,3
549,师傅,nr,pos,6
549,力,n,pos,7
550,遥控器,n,pos,5
550,电池,n,pos,6
551,力给力,n,pos,1
551,力给力,n,pos,2
551,力,n,pos,3
552,速度,n,pos,4
553,天气,n,pos,1
553,温暖,an,pos,4
553,收货,n,pos,10
553,购物,n,pos,15
553,棒棒,n,pos,17
554,性格,n,pos,2
555,师傅,nr,pos,3
555,专业,n,pos,5
556,质量,n,pos,1
556,期望值,n,pos,6
556,发货,n,pos,7
556,速度,n,pos,8
556,物流,n,pos,12
556,公司,n,pos,13
556,服务态度,n,pos,14
556,速度,n,pos,16
556,购物,n,pos,19
557,优惠,vn,pos,2
558,购物,n,pos,3
558,体验,n,pos,4
559,价格,n,pos,1
559,省心,n,pos,4
560,东西,ns,pos,1
560,声音,n,pos,3
562,师傅,nr,pos,3
562,力,n,pos,4
563,试试,vn,pos,3
563,实际效果,n,pos,4
564,师傅,nr,pos,2
564,谢谢,nr,pos,5
565,物流,n,pos,2
565,太度,n,pos,3
565,货,n,pos,4
565,美观,nz,pos,7
569,师傅,nr,pos,2
569,服务,vn,pos,3
570,活动,vn,pos,3
571,服务态度,n,pos,1
571,信赖,n,pos,3
572,实体店,n,pos,2
572,机械式,n,pos,3
572,活动,vn,pos,10
572,钱,n,pos,13
572,辅材,n,pos,15
572,收费,n,pos,16
572,干嘛,n,pos,17
572,假货,n,pos,20
573,牌子,n,pos,2
574,速度,n,pos,3
575,新家,n,pos,3
576,产品,n,pos,2
576,质量,n,pos,3
577,实体店,n,pos,2
578,空间,n,pos,3
579,服务,vn,pos,2
579,力,n,pos,5
581,评价,n,pos,4
582,速度,n,pos,2
582,人员,n,pos,5
583,产品,n,pos,1
585,服务态度,n,pos,1
585,技术,n,pos,3
586,电器,n,pos,3
587,师傅,nr,pos,2
587,上门,ns,pos,3
587,态度,n,pos,5
588,评价,n,pos,6
589,外观设计,n,pos,1
589,外壳,n,pos,2
589,材质,n,pos,3
589,大厂,n,pos,5
589,品牌,n,pos,6
589,数字,n,pos,9
589,直观,n,pos,11
589,师傅,nr,pos,13
589,乱收费,n,pos,14
590,价格,n,pos,1
590,一分钱,n,pos,4
590,一分货,n,pos,5
591,段时间,nr,pos,2
592,特地,n,pos,3
592,评论,n,pos,5
592,钱,n,pos,9
592,东西,ns,pos,12
592,师傅,nr,pos,17
593,师傅,nr,pos,3
595,质量,n,pos,1
595,效果,n,pos,5
596,东西,ns,pos,1
596,家里人,nrt,pos,2
596,热水,n,pos,4
597,感觉,n,pos,2
597,师傅,nr,pos,5
598,东西,ns,pos,1
598,大方,n,pos,3
598,媳妇,n,pos,4
599,师傅,nr,pos,6
599,师傅,nr,pos,8
599,服务,vn,pos,9
599,太阳能,n,pos,11
599,墙,n,pos,13
599,管子,n,pos,15
599,安装费,n,pos,16
600,感觉,n,pos,2
600,力,n,pos,3
601,效率,n,pos,3
602,外观,n,pos,1
602,实体店,n,pos,3
603,天气,n,pos,2
603,太阳能,n,pos,5
604,货,n,pos,1
604,服务态度,n,pos,4
606,朋友,n,pos,2
606,产品,n,pos,3
607,整体,n,pos,1
607,机子,n,pos,6
607,斑,n,pos,10
607,细节,n,pos,16
607,客户,n,pos,17
608,外观设计,n,pos,1
608,师傅,nr,pos,3
609,价格,n,pos,3
610,物流,n,pos,1
610,力,n,pos,2
610,售后,n,pos,6
610,力,n,pos,8
610,魏,nr,pos,13
610,师傅,nr,pos,14
610,利索,n,pos,17
610,管线,n,pos,18
610,保温,n,pos,23
610,时间,n,pos,24
611,业,n,pos,2
611,物流,n,pos,3
611,力,n,pos,5
612,服务态度,n,pos,1
613,师傅,nr,pos,2
613,力,n,pos,3
613,服务态度,n,pos,4
614,服务,vn,pos,4
615,专业,n,pos,3
616,师傅,nr,pos,2
616,热心,n,pos,4
617,购物,n,pos,1
617,产品包装,n,pos,3
617,质量,n,pos,4
617,实体店,n,pos,10
617,价位,n,pos,11
617,实惠,vn,pos,12
617,购物,n,pos,13
620,外观,n,pos,1
620,很漂亮,n,pos,2
620,新家,n,pos,4
620,感觉,n,pos,5
621,质量,n,pos,1
621,服务,vn,pos,4
622,师傅,nr,pos,3
622,力,n,pos,4
623,美观大方,ns,pos,3
626,物流,n,pos,1
626,速度,n,pos,2
626,下单,n,pos,4
626,上门,ns,pos,8
626,师傅,nr,pos,11
626,认真负责,n,pos,12
626,东西,ns,pos,18
626,水热,n,pos,20
626,花洒,nr,pos,22
626,时间,n,pos,24
626,建议,n,pos,26
626,大花,n,pos,27
626,水用,n,pos,29
626,总体,n,pos,31
626,感觉,n,pos,32
627,师傅,nr,pos,4
628,收货,n,pos,2
629,服务态度,n,pos,1
629,效果,n,pos,3
630,师傅,nr,pos,1
630,态度,n,pos,2
630,物流,n,pos,3
631,物流,n,pos,1
631,东西,ns,pos,2
631,服务,vn,pos,3
631,星,n,pos,5
632,物流,n,pos,1
632,力,n,pos,3
634,货,n,pos,1
635,太阳能,n,pos,1
636,价格,n,pos,1
636,实惠,vn,pos,2
636,品牌,n,pos,3
636,信赖,n,pos,5
637,热水,n,pos,1
638,师傅,nr,pos,1
638,服务态度,n,pos,2
639,师傅,nr,pos,2
640,热水,n,pos,2
641,上门,ns,pos,2
641,服务费,n,pos,5
642,电脑板,n,pos,1
642,遥控,vn,pos,2
642,外观,n,pos,3
642,大方,n,pos,5
643,东西,ns,pos,1
643,评价,n,pos,2
644,正品,n,pos,1
645,服务,vn,pos,2
647,东西,ns,pos,1
647,师傅,nr,pos,4
648,物流,n,pos,1
648,订货,n,pos,4
648,花费,n,pos,10
649,感觉,n,pos,1
650,过段时间,n,pos,2
650,回家,n,pos,3
651,师傅,nr,pos,2
652,评价,n,pos,4
654,师傅,nr,pos,2
655,货,n,pos,1
656,品牌,n,pos,1
656,实惠,vn,pos,2
657,师傅,nr,pos,2
657,态度,n,pos,3
657,技术,n,pos,4
657,专业,n,pos,5
658,来货,n,pos,1
659,师傅,nr,pos,2
659,上门,ns,pos,3
660,美观大方,ns,pos,1
661,服务,vn,pos,1
661,师傅,nr,pos,3
662,家庭,n,pos,1
662,父母,n,pos,2
662,和子,nr,pos,3
662,互相间,n,pos,7
662,生活,vn,pos,9
662,关系,n,pos,10
663,师傅,nr,pos,3
664,价格,n,pos,1
665,物流,n,pos,1
665,下单,n,pos,4
665,外形,n,pos,7
665,功能,n,pos,9
665,价格,n,pos,11
665,低点,n,pos,12
665,物流,n,pos,16
665,小哥,n,pos,17
665,态度,n,pos,18
667,物流,n,pos,1
667,服务,vn,pos,3
668,谢谢,nr,pos,1
668,师傅,nr,pos,3
669,师傅,nr,pos,1
670,感觉,n,pos,1
671,下单,n,pos,2
672,安装费,n,pos,1
673,老人,n,pos,4
673,主意,n,pos,7
673,同情,n,pos,16
674,老房子,n,pos,1
675,服务,vn,pos,2
676,物流,n,pos,1
676,服务,vn,pos,2
676,效果,n,pos,4
677,家人,n,pos,2
678,实惠,vn,pos,1
681,东西,ns,pos,1
681,自营,vn,pos,2
681,东西,ns,pos,6
681,客服,n,pos,9
681,售后,n,pos,14
681,师傅,nr,pos,15
681,态度,n,pos,22
681,安装费,n,pos,23
682,服务,vn,pos,3
683,速度,n,pos,2
683,物品,n,pos,3
683,质量,n,pos,4
684,期望值,n,pos,5
684,发货,n,pos,6
684,速度,n,pos,7
684,人员,n,pos,12
684,态度,n,pos,13
684,速度,n,pos,14
684,购物,n,pos,17
685,速度,n,pos,1
685,服務,vn,pos,3
686,时间,n,pos,1
686,热水澡,n,pos,15
686,长假,n,pos,17
686,心情,n,pos,18
688,感觉,n,pos,3
689,速度,n,pos,3
690,下单,n,pos,2
690,网购,n,pos,8
691,东西,ns,pos,1
693,服务,vn,pos,2
694,价位,n,pos,1
694,收费,n,pos,4
694,感觉,n,pos,5
694,感觉,n,pos,11
694,卡,n,pos,12
694,价钱,n,pos,13
695,价格,n,pos,1
695,服务,vn,pos,2
695,遥控,vn,pos,5
695,要贴,n,pos,6
696,评价,n,pos,2
696,体验,n,pos,3
696,家庭,n,pos,8
696,人员素质,n,pos,10
696,收费,n,pos,12
696,标准,n,pos,13
696,整体,n,pos,15
696,购物,n,pos,17
697,评价,n,pos,3
697,自营,vn,pos,4
697,店,n,pos,5
697,电器产品,n,pos,7
697,容量,n,pos,10
697,尺寸,n,pos,11
697,原位,n,pos,12
697,师傅,nr,pos,16
697,上门,ns,pos,17
697,机型,n,pos,19
697,服务费,n,pos,21
697,旧件,n,pos,23
697,新机,n,pos,26
699,师傅,nr,pos,6
699,遥控,vn,pos,9
699,距离,n,pos,10
699,短点,n,pos,11
699,情况,n,pos,12
699,信赖,n,pos,14
700,服务态度,n,pos,1
701,东西,ns,pos,1
701,全国,n,pos,4
701,售后,n,pos,6
701,师傅,nr,pos,8
701,热情,n,pos,9
701,安装费,n,pos,10
701,零头,n,pos,14
701,师傅,nr,pos,15
701,坎,nrt,pos,16
701,大山,ns,pos,17
701,祖宗,nr,pos,20
701,师傅,nr,pos,21
702,体面,n,pos,1
702,服务,vn,pos,2
704,力,n,pos,2
704,师傅,nr,pos,3
704,帅哥,nr,pos,4
705,产品,n,pos,3
706,外观,n,pos,1
706,气,n,pos,3
707,地道,n,pos,2
708,管子,n,pos,4
708,产品,n,pos,5
708,价格,n,pos,8
708,师傅,nr,pos,11
708,卫生,an,pos,15
708,服务,vn,pos,16
708,产品,n,pos,18
709,师傅,nr,pos,5
709,时间,n,pos,7
709,材料费,n,pos,9
710,性价比,n,pos,2
710,小哥,n,pos,10
710,服务态度,n,pos,11
710,售后,n,pos,12
710,十星,nz,pos,14
711,商城,ns,pos,1
711,家人,n,pos,6
711,质量,n,pos,10
711,服务,vn,pos,13
711,专业,n,pos,14
712,朋友,n,pos,1
712,服务,vn,pos,3
713,速度,n,pos,2
713,下单,n,pos,5
713,隔天,nz,pos,11
713,售后,n,pos,13
713,态度,n,pos,14
713,其他配件,n,pos,15
713,质量,n,pos,16
713,价格,n,pos,17
713,整体,n,pos,18
714,速度,n,pos,2
714,电梯,n,pos,3
714,四楼,ns,pos,5
715,房子,n,pos,3
715,牌子,n,pos,9
715,价格比,n,pos,11
715,品牌,n,pos,15
716,头,n,pos,1
716,大件,n,pos,2
716,服务,vn,pos,3
716,产品,n,pos,4
716,信赖,n,pos,6
716,配货,n,pos,7
716,插曲,n,pos,11
716,售后,n,pos,12
716,时间,n,pos,14
716,谢谢,nr,pos,16
717,信赖,n,pos,1
717,自营,vn,pos,2
717,东西,ns,pos,3
717,师傅,nr,pos,5
717,事情,n,pos,8
717,明白,nr,pos,10
717,师傅,nr,pos,13
718,评论,n,pos,2
718,师傅,nr,pos,5
718,用水,n,pos,17
718,电源插座,n,pos,19
718,大功率,n,pos,22
718,电源插座,n,pos,23
718,信任,n,pos,25
718,产品,n,pos,31
719,无线,n,pos,4
719,遥控,vn,pos,5
719,试试,vn,pos,8
720,价格,n,pos,2
720,保价,n,pos,6
720,神,n,pos,9
720,速度,n,pos,10
720,机子,n,pos,11
720,效果,n,pos,14
721,小哥,n,pos,2
721,师父,n,pos,7
723,师傅,nr,pos,1
723,服务,vn,pos,2
724,工整,vn,pos,3
725,外观,n,pos,1
725,遥控器,n,pos,3
725,电池,n,pos,4
725,装水,n,pos,7
725,力,n,pos,9
725,关键,n,pos,10
725,老人家,n,pos,11
725,不太会,n,pos,12
725,费用,n,pos,17
725,大洋,ns,pos,19
729,活动,vn,pos,4
729,性价比,n,pos,6
731,物流,n,pos,3
731,力,n,pos,4
731,力,n,pos,6
731,服务,vn,pos,8
732,样式,n,pos,5
733,电器,n,pos,2
733,朋友,n,pos,5
733,遥控器,n,pos,6
733,储水量,n,pos,8
733,外观,n,pos,9
734,时间,n,pos,2
734,师傅,nr,pos,6
734,速度,n,pos,9
734,特价,n,pos,13
735,效果,n,pos,1
735,墙,n,pos,2
735,承重墙,nr,pos,3
735,支架,n,pos,5
735,铁条,n,pos,9
735,方法,n,pos,13
736,东西,ns,pos,1
736,速度,n,pos,3
736,师傅,nr,pos,6
736,热心,n,pos,7
736,插口,n,pos,8
736,插座,n,pos,9
737,老家,n,pos,1
737,老家,n,pos,2
737,老家,n,pos,3
737,老家,n,pos,4
738,商城,ns,pos,1
738,正品,n,pos,6
738,质量,n,pos,8
739,货,n,pos,2
739,科技,n,pos,6
739,功能,n,pos,10
739,电源,n,pos,12
739,热水,n,pos,17
739,时,n,pos,18
739,费电,n,pos,21
740,宝贝,nr,pos,1
740,服务,vn,pos,4
740,棒棒,n,pos,5
741,品牌,n,pos,1
741,质量,n,pos,2
741,老婆,n,pos,4
741,评价,n,pos,5
741,新房,n,pos,7
741,高端,n,pos,9
741,大气,n,pos,10
741,智能,n,pos,11
741,老婆,n,pos,23
741,五星,nz,pos,25
741,评价,n,pos,26
743,价格合理,n,pos,1
743,物流,n,pos,2
743,售后,n,pos,4
743,规范,n,pos,6
743,流程,n,pos,8
743,买家,n,pos,11
743,型号,n,pos,13
743,分瓦,n,pos,14
743,瓦,n,pos,15
743,插座,n,pos,19
743,下单,n,pos,22
744,力,n,pos,1
744,速度,n,pos,2
745,信赖,n,pos,2
745,信赖,n,pos,3
745,哥,n,pos,5
745,服务态度,n,pos,6
745,话,n,pos,9
745,十星,nz,pos,10
746,机器,n,pos,1
746,师傅,nr,pos,3
746,细心,n,pos,4
746,地方,n,pos,7
746,上门,ns,pos,9
746,电话,n,pos,14
747,购物,n,pos,1
747,服务到位,n,pos,4
747,省钱,n,pos,5
747,省力,n,pos,6
747,省心,n,pos,7
747,电器,n,pos,8
747,朋友,n,pos,10
749,机器,n,pos,2
750,发货,n,pos,1
750,淋浴,n,pos,4
750,头,n,pos,5
750,客服,n,pos,7
750,原装,n,pos,10
751,楼,n,pos,2
751,人员,n,pos,10
751,师傅,nr,pos,14
751,谢谢,nr,pos,16
752,师傅,nr,pos,4
752,服务态度,n,pos,6
753,一家人,n,pos,1
753,段时间,nr,pos,2
753,外形,n,pos,3
753,价位,n,pos,5
753,东西,ns,pos,6
753,老婆,n,pos,7
754,价格,n,pos,2
754,实惠,vn,pos,3
754,服务态度,n,pos,4
754,材料费,n,pos,5
755,师傅,nr,pos,2
755,敬业,n,pos,3
755,雨,n,pos,4
755,售后,n,pos,6
755,师傅,nr,pos,11
755,收费,n,pos,12
756,力,n,pos,2
756,人员,n,pos,5
756,服务态度,n,pos,6
756,五星,nz,pos,7
756,上带,n,pos,9
756,太小,n,pos,14
757,东西,ns,pos,1
757,师傅,nr,pos,7
757,服务态度,n,pos,8
757,朋友,n,pos,11
758,机器,n,pos,1
758,活动,vn,pos,3
758,总体,n,pos,7
758,机器,n,pos,8
759,师傅,nr,pos,2
759,安装费,n,pos,4
759,块钱,n,pos,6
759,花钱,n,pos,7
759,钱,n,pos,9
760,家用,n,pos,7
760,小哥,n,pos,10
760,品牌,n,pos,12
760,信赖,n,pos,14
761,物流,n,pos,2
761,师傅,nr,pos,5
761,服务,vn,pos,6
761,电话,n,pos,8
761,老公,nr,pos,10
762,服务,vn,pos,1
762,下单,n,pos,5
762,实体店,n,pos,8
762,太棒了,nr,pos,9
762,产品,n,pos,10
763,服务满意,n,pos,1
763,质量,n,pos,4
764,收费,n,pos,2
764,安装费,n,pos,4
764,老人,n,pos,6
765,东西,ns,pos,1
765,人员,n,pos,6
765,整体,n,pos,7
765,效果,n,pos,9
766,正品,n,pos,2
766,售后,n,pos,5
766,力,n,pos,8
767,机,n,pos,2
767,师傅,nr,pos,3
767,机,n,pos,6
767,水管,n,pos,8
767,师傅,nr,pos,10
767,管试,vn,pos,13
767,评论,n,pos,15
768,自营,vn,pos,1
768,信赖,n,pos,4
769,同事,n,pos,3
769,朋友,n,pos,4
769,价格,n,pos,6
769,实惠,vn,pos,8
769,信赖,n,pos,9
769,品牌,n,pos,10
770,宝贝,nr,pos,1
770,效果,n,pos,5
770,商城,ns,pos,6
770,产品,n,pos,7
770,物流,n,pos,9
770,农村,n,pos,11
771,质量,n,pos,1
771,评价,n,pos,11
772,美观,nz,pos,2
772,师付,nr,pos,4
772,认真负责,n,pos,5
772,安装费,n,pos,6
772,轻体,n,pos,9
772,墙,n,pos,10
772,架子,n,pos,11
772,安装费,n,pos,12
772,阀,n,pos,16
772,压力,n,pos,18
772,阀,n,pos,19
772,处,n,pos,20
772,滴水,n,pos,21
772,咨询,vn,pos,22
772,影响,vn,pos,23
772,美观,nz,pos,24
773,信赖,n,pos,4
773,品牌,n,pos,5
773,全家,n,pos,6
773,物流,n,pos,8
774,物流,n,pos,1
774,小时,n,pos,3
774,建议,n,pos,5
774,能耗,n,pos,7
774,失策,n,pos,8
774,大户,n,pos,10
775,顾客,nr,pos,1
775,评价,n,pos,3
775,顾客,nr,pos,4
775,水,n,pos,6
775,效果,n,pos,7
775,外形,n,pos,8
775,服务,vn,pos,10
775,棒棒,n,pos,11
776,遥控器,n,pos,2
776,原因,n,pos,7
777,父母,n,pos,1
777,现货,n,pos,2
777,父母,n,pos,4
777,师傅,nr,pos,7
777,态度,n,pos,9
777,满星,nz,pos,10
778,发货,n,pos,1
778,上门,ns,pos,3
778,师傅,nr,pos,6
778,断电,n,pos,8
778,保温,n,pos,9
779,品牌,n,pos,1
779,信赖,n,pos,3
779,师傅,nr,pos,6
779,专业,n,pos,7
779,服务态度,n,pos,8
779,师傅,nr,pos,10
779,五星,nz,pos,12
780,商品,n,pos,2
780,上楼,ns,pos,5
780,样子,n,pos,8
780,美观,nz,pos,9
780,杠杠,n,pos,10
781,物品,n,pos,1
781,质量,n,pos,3
781,价格,n,pos,5
781,实惠,vn,pos,6
781,速度,n,pos,8
781,下单,n,pos,9
781,货,n,pos,12
781,信赖,n,pos,13
781,五星,nz,pos,14
782,无线,n,pos,4
782,遥控,vn,pos,5
783,外表,n,pos,1
783,价格,n,pos,3
783,美丽,ns,pos,4
783,服务,vn,pos,5
783,态度,n,pos,8
783,速度,n,pos,9
784,朋友家,n,pos,1
784,别墅,n,pos,2
784,服务,vn,pos,7
784,产品质量,n,pos,8
784,信赖,n,pos,10
785,产品,n,pos,1
785,温度,n,pos,4
785,混水,n,pos,10
786,收费,n,pos,6
786,厂家,n,pos,9
786,费用,n,pos,10
786,产品,n,pos,12
786,乱收费,n,pos,15
787,体验,n,pos,5
787,实感,n,pos,6
787,报,n,pos,9
787,危险,an,pos,10
788,价格,n,pos,1
788,遥控器,n,pos,4
788,省事,n,pos,5
788,售后,n,pos,6
788,态度,n,pos,9
789,整体,n,pos,1
789,样子,n,pos,4
789,服务,vn,pos,9
789,人员,n,pos,10
789,整体,n,pos,14
790,安装费,n,pos,1
790,费太高,nr,pos,2
790,管子,n,pos,5
791,热水,n,pos,1
791,机,n,pos,2
791,东西,ns,pos,3
791,信奈,nr,pos,5
791,售后,n,pos,8
791,东西,ns,pos,10
792,师傅,nr,pos,2
792,上门,ns,pos,4
792,服务到位,n,pos,6
792,脾气,n,pos,7
793,质量,n,pos,2
793,花钱,n,pos,7
793,太小,n,pos,9
794,发货,n,pos,1
794,速度,n,pos,2
794,师傅,nr,pos,6
794,红心,n,pos,7
794,乱收费,n,pos,8
794,服务态度,n,pos,9
794,设计,vn,pos,11
794,设计,vn,pos,13
795,速度,n,pos,3
795,材料费,n,pos,9
795,标准,n,pos,10
795,全家,n,pos,12
796,性价比,n,pos,1
796,遥控,vn,pos,3
796,遥控,vn,pos,4
796,经济,n,pos,5
796,经济,n,pos,6
797,货后,n,pos,2
797,摇控器,nz,pos,4
797,售后,n,pos,6
797,师傅,nr,pos,12
797,态度,n,pos,14
798,客服,n,pos,1
798,服务态度,n,pos,2
798,温度,n,pos,5
798,客服,n,pos,8
799,东西,ns,pos,1
799,态度,n,pos,5
799,冰箱,n,pos,6
799,购物,n,pos,8
799,信赖,n,pos,10
800,老爸,n,pos,13
801,性价比,n,pos,2
801,功率,n,pos,3
801,家庭,n,pos,7
802,老家,n,pos,1
802,爸爸,n,pos,4
803,正品,n,pos,1
803,配货,n,pos,2
803,农村,n,pos,3
803,服务态度,n,pos,7
803,感觉,n,pos,9
803,出水量,n,pos,10
804,速度,n,pos,2
804,售后,n,pos,6
804,东西,ns,pos,8
804,五金店,nz,pos,9
804,售后,n,pos,10
804,花钱,n,pos,12
805,物流,n,pos,1
805,力,n,pos,2
805,质量,n,pos,3
805,朋友,n,pos,4
805,购物,n,pos,6
806,活动,vn,pos,2
806,速度,n,pos,3
806,态度,n,pos,4
806,东西,ns,pos,7
807,直径,n,pos,2
807,外,n,pos,3
807,直径,n,pos,4
807,牌子,n,pos,6
807,保温层,n,pos,7
808,预感,n,pos,2
808,温度,n,pos,3
808,电,n,pos,5
808,热水,n,pos,8
809,阴雨天,nr,pos,3
809,太阳能,n,pos,4
809,师傅,nr,pos,7
809,上门,ns,pos,8
810,服务,vn,pos,1
810,上楼,ns,pos,5
810,免费,vn,pos,6
810,软管,n,pos,9
811,安装费,n,pos,1
811,太贵,nr,pos,2
811,机子,n,pos,3
811,墙,n,pos,5
811,面板,n,pos,11
812,感觉,n,pos,1
812,速度,n,pos,4
812,设计,vn,pos,6
812,冷水,n,pos,9
812,热水,n,pos,10
812,变冷,vn,pos,12
813,购物,n,pos,2
813,实体店,n,pos,3
813,师傅,nr,pos,8
813,态度,n,pos,9
814,品牌,n,pos,2
814,商城,ns,pos,3
814,信赖,n,pos,5
814,朋友,n,pos,10
815,师傅,nr,pos,2
815,态度,n,pos,3
816,新房,n,pos,1
816,小哥,n,pos,5
816,服务,vn,pos,6
817,东西,ns,pos,1
817,空间,n,pos,5
817,师傅,nr,pos,8
818,物流,n,pos,1
818,服务,vn,pos,3
818,机子,n,pos,5
818,很漂亮,n,pos,6
819,试试,vn,pos,3
820,师傅,nr,pos,3
820,装,n,pos,4
820,态度,n,pos,5
820,售后,n,pos,6
821,质量,n,pos,1
821,产品,n,pos,2
821,力,n,pos,3
821,师傅,nr,pos,5
821,服务态度,n,pos,6
821,信赖,n,pos,7
822,品牌,n,pos,2
822,质量,n,pos,3
822,价格比,n,pos,5
822,实体店,n,pos,6
822,外观设计,n,pos,9
823,师傅,nr,pos,2
823,服务,vn,pos,6
823,售后,n,pos,8
824,速度,n,pos,1
824,老家,n,pos,3
824,服务,vn,pos,7
825,漏水,n,pos,1
825,现象,n,pos,2
825,漏水,n,pos,4
825,责任,n,pos,7
825,评评理,n,pos,8
826,烧水,n,pos,3
826,速度,n,pos,4
826,保温,n,pos,5
826,时间,n,pos,6
826,关电,n,pos,10
826,用水,n,pos,13
827,东西,ns,pos,1
827,物流,n,pos,3
827,人员,n,pos,6
828,师傅,nr,pos,4
828,服务,vn,pos,5
828,态度,n,pos,7
828,收费,n,pos,8
829,大嫂,n,pos,4
829,包装箱,n,pos,5
829,遥控,vn,pos,8
829,架子,n,pos,9
830,物流,n,pos,1
830,东西,ns,pos,3
830,实体店,n,pos,6
830,优惠,vn,pos,7
830,东西,ns,pos,8
830,正品,n,pos,9
831,品牌,n,pos,1
831,信赖,n,pos,3
831,师傅,nr,pos,5
831,服务态度,n,pos,6
831,细心,n,pos,8
832,杠杠,n,pos,2
834,样子,n,pos,1
834,评价,n,pos,3
835,派件,n,pos,3
835,员,n,pos,4
835,货品,n,pos,8
835,质量保证,n,pos,9
835,信赖,n,pos,10
836,实惠,vn,pos,2
836,太丑,n,pos,4
836,售后,n,pos,5
836,遥控,vn,pos,7
836,店家,n,pos,9
837,下单,n,pos,3
837,电器,n,pos,4
837,服务,vn,pos,5
838,质量,n,pos,1
838,电子,n,pos,2
838,屏幕,n,pos,3
838,大气,n,pos,4
838,速度,n,pos,7
838,小哥,n,pos,10
838,服务态度,n,pos,11
839,品牌,n,pos,1
839,质量,n,pos,2
839,性能,n,pos,3
839,空调,n,pos,8
839,油烟机,n,pos,9
840,宝贝,nr,pos,1
840,质量,n,pos,3
841,人员,n,pos,3
841,顾客,nr,pos,10
841,售后,n,pos,11
841,体验,n,pos,12
842,下单,n,pos,2
842,遥控,vn,pos,5
842,全家,n,pos,9
844,大哥,n,pos,2
844,态度,n,pos,3
844,师傅,nr,pos,6
844,服务,vn,pos,11
845,货是,n,pos,1
845,拉萨,nrt,pos,5
845,电话,n,pos,7
845,货,n,pos,8
846,产品,n,pos,1
846,外貌,n,pos,2
846,产品质量,n,pos,4
846,正品,n,pos,5
846,行货,n,pos,6
846,谢谢,nr,pos,7
847,外观,n,pos,1
847,很漂亮,n,pos,2
847,主板,n,pos,3
847,多长时间,n,pos,4
847,总体,n,pos,5
847,价格,n,pos,7
847,浮动,vn,pos,8
848,烧水,n,pos,3
848,小时,n,pos,8
849,保温,n,pos,1
849,效果,n,pos,2
849,自带,n,pos,5
849,淋上,n,pos,7
849,过瘾,n,pos,8
850,速度,n,pos,2
850,服务,vn,pos,3
850,热情,n,pos,4
850,效果,n,pos,8
850,服务,vn,pos,9
851,阿白阿,nr,pos,5
851,白阿白,nr,pos,6
851,阿白,nr,pos,7
851,阿白阿,nr,pos,8
851,白阿白,nr,pos,9
851,阿白阿,nr,pos,10
851,白阿白,nr,pos,11
851,阿白阿,nr,pos,12
851,白阿白,nr,pos,13
851,阿白,nr,pos,14
852,东西,ns,pos,1
852,大哥,n,pos,4
852,东西,ns,pos,10
852,实惠,vn,pos,11
853,品牌,n,pos,1
853,速度,n,pos,3
853,质量,n,pos,4
853,热,n,pos,6
854,售后,n,pos,5
854,师傅,nr,pos,6
854,力,n,pos,8
854,品牌,n,pos,9
854,质量,n,pos,10
855,费用,n,pos,2
855,管子,n,pos,4
855,温度,n,pos,8
855,人性化,n,pos,9
855,机能,n,pos,10
855,温度,n,pos,11
856,信赖,n,pos,1
856,品质,n,pos,2
856,品质,n,pos,3
856,字,n,pos,6
857,感觉,n,pos,2
857,师傅,nr,pos,4
857,态度,n,pos,6
857,价格,n,pos,7
857,价格,n,pos,8
858,外观,n,pos,3
858,效果,n,pos,5
858,货,n,pos,6
858,信赖,n,pos,8
859,电器,n,pos,1
859,质量,n,pos,3
860,东西,ns,pos,1
860,师傅,nr,pos,3
860,用心,n,pos,5
860,负责人,n,pos,7
861,规整,vn,pos,3
861,价格,n,pos,4
862,产品,n,pos,1
862,服务,vn,pos,4
862,性价比,n,pos,7
862,消费,vn,pos,11
862,体验,n,pos,12
863,下单,n,pos,1
863,物流,n,pos,4
863,系统,n,pos,5
863,物流,n,pos,6
863,委托,n,pos,8
863,公司,n,pos,9
863,时间,n,pos,13
863,乡镇,n,pos,14
863,费用,n,pos,15
863,货车,n,pos,17
863,字,n,pos,19
863,农村,n,pos,20
864,发货,n,pos,1
864,速度,n,pos,2
864,体验,n,pos,6
864,谢谢,nr,pos,10
864,谢谢,nr,pos,11
865,师傅,nr,pos,2
865,服务,vn,pos,3
865,棒棒,n,pos,4
867,宝贝,nr,pos,1
867,服务态度,n,pos,5
867,力,n,pos,6
868,物流,n,pos,1
868,评价,n,pos,7
869,东西,ns,pos,1
869,品牌,n,pos,7
870,总体,n,pos,2
870,效果,n,pos,3
870,材料费,n,pos,7
870,太贵,nr,pos,8
871,品牌,n,pos,2
871,信赖,n,pos,4
871,价格合理,n,pos,5
871,服务态度,n,pos,7
872,麻烦,an,pos,2
872,情况,n,pos,4
872,热水,n,pos,6
874,品牌,n,pos,1
874,售后,n,pos,4
875,产品,n,pos,1
875,信任,n,pos,2
876,过程,n,pos,3
878,回家,n,pos,2
878,老妈,n,pos,4
879,效果,n,pos,5
879,品牌,n,pos,6
879,信赖,n,pos,8
880,大哥,n,pos,2
881,物流,n,pos,1
881,速度,n,pos,2
881,城市,ns,pos,6
881,下单,n,pos,8
882,质量,n,pos,6
883,评论,n,pos,1
883,感觉,n,pos,2
883,外观,n,pos,4
883,谢谢,nr,pos,9
885,商品,n,pos,1
885,备件,n,pos,5
885,管子,n,pos,8
